committed,environment,match_formal,method,mismatch,repeat,repeat_deterministic,repeat_difference,selected_candidate,semantic_status,state_id,typed_reason
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,B1_IMMEDIATE_SEGMENT_PASS
