row_id,metric_name,formula,formula_source,threshold,units,comparator,threshold_source,first_introduced_task,first_commit,source_file,source_line,rationale_text,affected_maps,later_versions,changed_without_calibration,decision_role,scientifically_defensible,current_recommendation,failure_implication,non_implication
T00053,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,replica_scene_asset_coverage_audit_v1,9db612569bc37e0f945605f3d73598a04474e63c,reproduction/cross_dataset/replica_scene_asset_coverage_audit_v1/run_independent_replica_mesh_raycast.py,27,"frames.append({""frame_id"":fid,""role"":probes[fid][""role""],""joint_bad"":bool(probes[fid][""rgb_bad""] and probes[fid][""depth_bad""]),""rgb_only"":bool(probes[fid][""rgb_bad""] and not probes[fid][""depth_bad""]),""habitat_depth_valid_fraction"":float((depth>0).mean()),""total_ray_count"":len(rows),""any_hit_fraction"":len(hit)/len(rows),""valid_near_far_hit_fraction"":len(hit)/len(rows),""front_facing_hit_fraction"":len(front)/len(rows),""back_facing_only_fraction"":len(backonly)/len(rows),""no_hit_fraction"":1-len(hit)/",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00054,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>=,SOFTWARE_NUMERICAL_TOLERANCE,replica_scene_asset_coverage_audit_v1,9db612569bc37e0f945605f3d73598a04474e63c,reproduction/cross_dataset/replica_scene_asset_coverage_audit_v1/run_independent_replica_mesh_raycast.py,27,"frames.append({""frame_id"":fid,""role"":probes[fid][""role""],""joint_bad"":bool(probes[fid][""rgb_bad""] and probes[fid][""depth_bad""]),""rgb_only"":bool(probes[fid][""rgb_bad""] and not probes[fid][""depth_bad""]),""habitat_depth_valid_fraction"":float((depth>0).mean()),""total_ray_count"":len(rows),""any_hit_fraction"":len(hit)/len(rows),""valid_near_far_hit_fraction"":len(hit)/len(rows),""front_facing_hit_fraction"":len(front)/len(rows),""back_facing_only_fraction"":len(backonly)/len(rows),""no_hit_fraction"":1-len(hit)/",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00055,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,PROJECT_HEURISTIC,replica_scene_asset_coverage_audit_v1,9db612569bc37e0f945605f3d73598a04474e63c,reproduction/cross_dataset/replica_scene_asset_coverage_audit_v1/run_replica_diagnostic_asset_renders.py,18,"return {""rgb_shape"":list(rgb.shape),""depth_shape"":list(depth.shape),""rgb_max"":int(rgb.max()),""rgb_nonzero_fraction"":float((rgb[:,:,:3]>0).mean()),""depth_max_m"":float(depth.max()),""depth_valid_fraction"":float((depth>0).mean()),""rgb_checker_bad"":not(tuple(rgb[:,:,:3].shape)==(480,640,3) and int(rgb.max())>0 and float((rgb[:,:,:3]>0).mean())>.01),""depth_checker_bad"":not(tuple(depth.shape)==(480,640) and float(depth.max())>0)}",Replica,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00056,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,replica_splatfacto_native_baseline_qualification_v1,9501da9c4956c4be48ae474d01cf4d6038304e6b,reproduction/cross_dataset/replica_splatfacto_native_baseline_qualification_v1/evaluate_splatfacto_common_geometry.py,61,valid_gt = np.isfinite(gt) & (gt > 0) & (gt <= 20.); valid_pred = np.isfinite(depth) & (depth > 0); joint = valid_gt & valid_pred,Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00057,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,==,SOFTWARE_NUMERICAL_TOLERANCE,replica_splatfacto_native_baseline_qualification_v1,9501da9c4956c4be48ae474d01cf4d6038304e6b,reproduction/cross_dataset/replica_splatfacto_native_baseline_qualification_v1/evaluate_splatfacto_common_geometry.py,75,"geometry_pass=aggregate[""valid_predicted_depth_fraction""] is not None and aggregate[""valid_predicted_depth_fraction""]>=.90 and aggregate[""absrel""]<=.20 and aggregate[""delta1""]>=.75 and .80<=aggregate[""median_depth_ratio""]<=1.25 and aggregate[""nonfinite_prediction_count""]==0",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00058,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,PROJECT_HEURISTIC,tum_c3_3k_repro_divergence_diagnosis_v1,9685ddd6b2b8422c68e558dfcf99152f386de76b,reproduction/cross_dataset/tum_c3_3k_repro_divergence_diagnosis_v1/crosscheck_c3_evaluators.py,39,"return {""overlap"": float(mask.sum()), ""valid_gt"": float((gt > 0).sum()), ""AbsRel"": float(np.mean(np.abs(p-g)/g)), ""delta_1_25"": float(np.mean(threshold < 1.25))}, ratio",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00059,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/verify_gaussian_slam_native_render_parity.py,23,"rows.append({'split':split,'index':idx,'native_repeat_rgb_max_abs':float((x['color']-repeat['color']).abs().max()),'native_repeat_depth_max_abs':float((x['depth']-repeat['depth']).abs().max()),'native_repeat_alpha_max_abs':float((x['alpha']-repeat['alpha']).abs().max()),'adapter_rgb_max_abs':float((x['color']-y['color']).abs().max()),'adapter_depth_max_abs':float((x['depth']-y['depth']).abs().max()),'adapter_alpha_max_abs':float((x['alpha']-y['alpha']).abs().max()),'depth_valid_mask_exact':bool(",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00060,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/verify_native_render_parity.py,29,"rows.append({""split"":split,""index"":index,""rgb_max_abs"":float((a-b).abs().max()),""depth_max_abs"":float((da[0]-db[0]).abs().max()),""alpha_max_abs"":float((da[1]-db[1]).abs().max()),""depth_valid_mask_exact"":bool(torch.equal(da[0]>0,db[0]>0)),""alpha_mask_exact"":bool(torch.equal(da[1]>0,db[1]>0))})",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00061,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_e3_bounded_hparam_sweep_v1,f32320a7674ded0e791f40fa33ab519b171e5543,reproduction/cross_dataset/tum_e3_bounded_hparam_sweep_v1/evaluate_e3_sweep_candidate.py,44,invalid_scale = (~torch.isfinite(scales).all(dim=-1)) | (scales <= 0).any(dim=-1),TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00062,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/audit_e3_static_safer_g0.py,293,"numeric = {""gaussian_count"": int(means.shape[0]), ""means_finite_count"": int(torch.isfinite(means).all(dim=-1).sum().item()), ""nonfinite_gaussian_count"": int((~torch.isfinite(means).all(dim=-1)).sum().item()), ""invalid_scale_count"": int((~torch.isfinite(scales).all(dim=-1) | (scales <= 0).any(dim=-1)).sum().item()), ""bad_quaternion_count"": int((~torch.isfinite(quats).all(dim=-1) | (torch.linalg.vector_norm(quats, dim=-1) <= 0)).sum().item()), ""opacity_min"": float(opacities.min().item()), ""opacity",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00063,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,==,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/audit_e3_static_safer_g0.py,338,"technical_pass = map_build[""status""] == ""PASS"" and numeric[""nonfinite_gaussian_count""] == 0 and numeric[""invalid_covariance_count""] == 0 and query_summary[""all_finite""] and query_summary[""exact_deterministic""] and gradient_summary[""finite_count""] == 908 and gradient_summary[""gradient_determinism""] in {""exact"", ""tolerance<=1e-7""} and gradient_summary[""functional_h_max_abs_diff_vs_official_query""] == 0.0 and gradient_summary[""functional_active_indices_match_official_query""] and continuity[""status""",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00064,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_dt_triggered_v4c_recovery_v1,519478a541ab114e7877b365b93e54a0b049e119,reproduction/cross_dataset/tum_splatam_dt_triggered_v4c_recovery_v1/build_heldout_pair_registry.py,30,"data={'registry_source':'PR47 frozen transforms sequence reconstructed before intervention; no standalone PR47 registry file was retained','transforms_sha256':sha(TRANS),'map_count':5464102,'selection_rule':'ascending start frame; pair=(start,start+50); exclude 0->50; require INITIAL_SAFE, goal_h>0, separation>=0.50m, finite, bbox valid; take first three','pairs':pairs}",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00065,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_dt_triggered_v4c_recovery_v1,519478a541ab114e7877b365b93e54a0b049e119,reproduction/cross_dataset/tum_splatam_dt_triggered_v4c_recovery_v1/heldout_pair_registry.json,5,"""selection_rule"": ""ascending start frame; pair=(start,start+50); exclude 0->50; require INITIAL_SAFE, goal_h>0, separation>=0.50m, finite, bbox valid; take first three"",",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00066,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,<=,PROJECT_HEURISTIC,tum_splatam_g1_boundary_dt_forensics_v1,62d348897493ba1a3be91f7814b3070dfead2162,reproduction/cross_dataset/tum_splatam_g1_boundary_dt_forensics_v1/classify_boundary_dt_result.py,46,"validation = {""status"": final_status, ""input_identity_matches"": True, ""fullmap_window_complete"": True, ""filter_miss_count"": 0, ""float64_reference_complete"": True, ""shadow_h1_h2_h3_complete"": True, ""shadow_only"": True, ""no_start_safe"": True, ""no_risk_aware"": True, ""no_recovery"": True, ""no_20_or_100_trials"": True, ""no_formal_training"": True, ""no_v1r7"": True, ""unresolved_critical_fields"": [""Direct per-step runtime state logging was absent in PR47; state transitions are deterministic control reconst",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00067,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,==,PROJECT_HEURISTIC,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,451,"validation={""status"":""PASS_TUM_GLOBAL_PROGRESS_LIMITATION_OFFLINE_AUDIT"" if len(ids)>=10 and len(ids)==len(set(ids)) and sha(source_manifest)==PAUSED_MANIFEST_SHA and states.get(""TERMINAL_SCIENTIFIC_RESULT"")==2 and states.get(""RUNNING"",0)==0 and no_seq3 else ""BLOCKED_BY_GLOBAL_PROGRESS_AUDIT_INSUFFICIENT_EVIDENCE"",""unique_trajectory_ids"":len(ids)==len(set(ids)),""source_manifest_sha256"":sha(source_manifest),""source_manifest_states"":dict(states),""sequence3_terminal_or_steps_exists"":not no_seq3,""ne",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00068,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_global_progress_limitation_audit_v1,f98310f8aefa9b374c5f9af7ca7103b10e447ebf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/navigation_protocol_gap_audit_v1/REPORT_TUM_NAVIGATION_PROTOCOL_GAP_AUDIT_V1.md,20,"- TUM pairs are camera centres from frozen transforms. Filters: ['INITIAL_SAFE', 'goal_h > 0', 'separation >= 0.50m', 'finite', 'bbox valid'].",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00069,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_global_progress_limitation_audit_v1,f98310f8aefa9b374c5f9af7ca7103b10e447ebf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/navigation_protocol_gap_audit_v1/navigation_audit_core.py,99,"""start_goal_endpoint_filters"": [""INITIAL_SAFE"", ""goal_h > 0"", ""separation >= 0.50m"", ""finite"", ""bbox valid""],",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00070,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>=,PROJECT_HEURISTIC,tum_splatam_global_progress_limitation_audit_v1,f98310f8aefa9b374c5f9af7ca7103b10e447ebf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/navigation_protocol_gap_audit_v1/navigation_audit_core.py,310,"validation = {""status"": f""PASS_TUM_NAVIGATION_PROTOCOL_GAP_OFFLINE_AUDIT_WITH_{classification['primary_classification']}"", ""new_scientific_rollout_count"": 0, ""new_terminal_trajectory_count"": 0, ""qp_online_execution_count"": 0, ""v4c_online_execution_count"": 0, ""source_results_modified"": False, ""global_progress_audit_overwritten"": False, ""paired20_manifest_sha256"": sha(PAIRED20 / ""manifests/run_manifest.json""), ""paired20_states"": dict(states), ""sequence3_terminal_or_steps_exists"": seq3, ""classifica",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00071,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_global_progress_limitation_audit_v1,f98310f8aefa9b374c5f9af7ca7103b10e447ebf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/navigation_protocol_gap_audit_v1/tum_navigation_task_protocol.json,8,"""heldout_selection_rule"": ""ascending start frame; pair=(start,start+50); exclude 0->50; require INITIAL_SAFE, goal_h>0, separation>=0.50m, finite, bbox valid; take first three"",",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00072,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/build_tuned_surface_variants.py,17,"LOSS_INSERT = """"""        if self.config.surface_target_root is not None:\n            factor, surface_valid = self._surface_target(index, prediction.device)\n            target_surface = target\n            if target_surface.shape != prediction.shape:\n                target_surface = F.interpolate(target_surface[None, None], size=prediction.shape[-2:], mode=\""nearest\"")[0, 0]\n            if factor.shape != prediction.shape:\n                factor = F.interpolate(factor[None, None], size=predi",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00073,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/evaluate_tuned_surface_geometry.py,16,"means=model.means.detach(); scales=torch.exp(model.scales.detach()); q=model.quats.detach(); qn=torch.linalg.vector_norm(q,dim=-1); op=torch.sigmoid(model.opacities.detach()); invalid=(~torch.isfinite(scales).all(-1))|(scales<=0).any(-1)|(~torch.isfinite(q).all(-1))|(qn<=0); return {""gaussian_count"":int(len(means)),""nonfinite_gaussian_count"":int((~torch.isfinite(means).all(-1)).sum().item()),""invalid_scale_count"":int(((~torch.isfinite(scales).all(-1))|(scales<=0).any(-1)).sum().item()),""bad_quat",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00074,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0,ratio,>,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/test_tuned_surface_geometry_ablation.py,12,"checks={""s0_source_identical"":tree(a.baseline)==tree(a.variants/""S0_TUNED_BASELINE""),""seed_count_359140"":len(prior[""xyz""])==359140,""prior_valid_fraction"":float(valid.mean())>=.995,""quaternion_wxyz_unit"":float(np.max(abs(np.linalg.norm(q,axis=1)-1)))<2e-6,""positive_scales"":bool((scales>0).all()),""normal_thickness_rule"":bool((scales[:,2]<=.35*np.minimum(scales[:,0],scales[:,1])+1e-7).all()),""train_targets_240"":len(list(a.targets.glob(""*.npz"")))==240,""no_eval_target_path"":not any(""eval"" in str(x).l",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00075,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,1e-09,ratio,<,SOFTWARE_NUMERICAL_TOLERANCE,replica_render_protocol_v3_coverage_qualification_v1,1b8fabb504235774885e40e28bd2ea83032a1bb8,reproduction/cross_dataset/replica_render_protocol_v3_coverage_qualification_v1/build_replica_v3_candidate_poses.py,25,valid = bool(np.isfinite(matrix).all() and np.isfinite(quaternion).all() and abs(float(np.linalg.det(rotation)) - 1.0) < 1e-9 and np.max(np.abs(rotation.T @ rotation - np.eye(3))) < 1e-9),Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00076,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,1e-07,ratio,<=,PROJECT_HEURISTIC,replica_rgbd_gaussian_mapping_frontend_qualification_v1,e2e6a48253df2a930f5dd0a3e09788adc5f53eb0,reproduction/cross_dataset/replica_rgbd_gaussian_mapping_frontend_qualification_v1/_frontend_runner.py,90,config.write_text(f'''project_name: Gaussian_SLAM_replica_v3\ndataset_name: replica\ncheckpoint_path: null\nuse_wandb: false\nframe_limit: {count}\nseed: 0\nmapping:\n  new_submap_every: 50\n  map_every: 5\n  iterations: 100\n  new_submap_iterations: 1000\n  new_submap_points_num: 600000\n  new_submap_gradient_points_num: 50000\n  new_frame_sample_size: -1\n  new_points_radius: 0.0000001\n  current_view_opt_iterations: 0.4\n  alpha_thre: 0.6\n  pruning_thre: 0.1\n  submap_using_motion_heuristic:,Replica,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00077,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,1e-07,ratio,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/audit_e3_static_safer_g0.py,338,"technical_pass = map_build[""status""] == ""PASS"" and numeric[""nonfinite_gaussian_count""] == 0 and numeric[""invalid_covariance_count""] == 0 and query_summary[""all_finite""] and query_summary[""exact_deterministic""] and gradient_summary[""finite_count""] == 908 and gradient_summary[""gradient_determinism""] in {""exact"", ""tolerance<=1e-7""} and gradient_summary[""functional_h_max_abs_diff_vs_official_query""] == 0.0 and gradient_summary[""functional_active_indices_match_official_query""] and continuity[""status""",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00078,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,2e-06,ratio,<,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/test_tuned_surface_geometry_ablation.py,12,"checks={""s0_source_identical"":tree(a.baseline)==tree(a.variants/""S0_TUNED_BASELINE""),""seed_count_359140"":len(prior[""xyz""])==359140,""prior_valid_fraction"":float(valid.mean())>=.995,""quaternion_wxyz_unit"":float(np.max(abs(np.linalg.norm(q,axis=1)-1)))<2e-6,""positive_scales"":bool((scales>0).all()),""normal_thickness_rule"":bool((scales[:,2]<=.35*np.minimum(scales[:,0],scales[:,1])+1e-7).all()),""train_targets_240"":len(list(a.targets.glob(""*.npz"")))==240,""no_eval_target_path"":not any(""eval"" in str(x).l",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00079,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,1e-05,ratio,<=,PROJECT_HEURISTIC,tum_common_gaussian_map_adapter_qualification_v1,babc37d800ab461dc11bf880ecbdf0db43c8ad69,reproduction/cross_dataset/tum_common_gaussian_map_adapter_qualification_v1/verify_native_render_parity.py,30,"result={""method"":""SplaTAM"",""train_frame_count"":4,""eval_frame_count"":8,""rows"":rows,""status"":""PASS"" if all(r[""rgb_max_abs""]<=1e-5 and r[""depth_max_abs""]<=1e-5 and r[""alpha_max_abs""]<=1e-5 and r[""depth_valid_mask_exact""] and r[""alpha_mask_exact""] for r in rows) else ""SPLATAM_NATIVE_RENDER_PARITY_FAILED""}; dump(output,result); return result",TUM,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00080,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0.00084092374891,ratio,>=,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/TUM_E3_10K_STATIC_SAFER_G0_COMPLETION_AUDIT_V1.md,15,"- Means are finite; invalid scales, bad quaternions, and invalid covariances are all `0`. Activated opacity range is `0.0008409237489104271` to `1.0`.",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00081,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0.000910115020815,ratio,>=,SOFTWARE_NUMERICAL_TOLERANCE,tum_v1r6_g0_safer_adapter_geometry_audit_v1,a45c74fffb706e2f0188c10a35e7654957ce16c8,reproduction/cross_dataset/tum_v1r6_g0_safer_adapter_geometry_audit_v1/REPORT_TUM_V1R6_G0_SAFER_ADAPTER_GEOMETRY_AUDIT_V1.md,15,- Means are finite; activated scales strictly positive; quaternions normalized; covariance invalid count `0`; opacity range `0.0009101150208152831` to `1.0`.,TUM;SAFER official,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00082,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0.011939,ratio,<=,PROJECT_HEURISTIC,replica_bounded_direct_goal_gt_gaussian_map_v1,a3caae6a3419e59931d17f258c572bd6d04c79a1,reproduction/cross_dataset/replica_bounded_direct_goal_gt_gaussian_map_v1/REPORT_REPLICA_BOUNDED_DIRECT_GOAL_GT_GAUSSIAN_MAP_V1.md,42,FINE: voxel=0.02 m; gaussians=2285656; payload=182852960 B; coverage=PASS; free-space=PASS; retained=0.99; intrusion p95/p99/max=0.011939/0.014149/0.016593 m.,Replica,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
T00083,coverage,accepted_target_count / target_count,PROJECT_DEFINED_METRIC,0.022027,ratio,<=,PROJECT_HEURISTIC,replica_bounded_direct_goal_gt_gaussian_map_v1,a3caae6a3419e59931d17f258c572bd6d04c79a1,reproduction/cross_dataset/replica_bounded_direct_goal_gt_gaussian_map_v1/REPORT_REPLICA_BOUNDED_DIRECT_GOAL_GT_GAUSSIAN_MAP_V1.md,41,MEDIUM: voxel=0.04 m; gaussians=568364; payload=45469600 B; coverage=PASS; free-space=FAIL; retained=0.91; intrusion p95/p99/max=0.022027/0.025826/0.029725 m.,Replica,computed_in_threshold_version_history.json,True,LEGACY_UNCALIBRATED_HARD_GATE,False,downgrade_to_descriptive_or_conditionally_calibrated,support is missing or rejected under one renderer working point,does not alone prove or disprove route-conditioned navigation safety
